141.0	137.0	126.0
91.0	83.0	72.0
132.0	132.0	118.0
53.0	51.0	37.0
96.0	92.0	90.0
72.0	72.0	60.0
74.0	70.0	58.0
81.0	75.0	81.0
94.0	87.0	76.0
125.0	112.0	98.0
61.0	62.0	69.0
48.0	51.0	63.0
93.0	93.0	91.0
97.0	95.0	87.0
63.0	59.0	42.0
55.0	47.0	33.0
130.0	113.0	109.0
89.0	85.0	71.0
130.0	116.0	117.0
74.0	70.0	59.0
79.0	80.0	74.0
96.0	89.0	92.0
24.0	28.0	19.0
24.0	25.0	17.0
64.0	68.0	78.0
41.0	38.0	31.0
29.0	30.0	27.0
112.0	113.0	126.0
70.0	77.0	85.0
48.0	51.0	44.0
62.0	49.0	45.0
97.0	95.0	98.0
82.0	81.0	87.0
66.0	61.0	56.0
95.0	91.0	102.0
73.0	74.0	63.0
82.0	86.0	83.0
71.0	75.0	70.0
57.0	60.0	68.0
46.0	51.0	50.0
13.0	16.0	7.0
22.0	26.0	18.0
44.0	46.0	36.0
25.0	28.0	18.0
58.0	62.0	54.0
19.0	22.0	17.0
51.0	57.0	52.0
15.0	18.0	11.0
22.0	26.0	17.0
75.0	81.0	76.0
91.0	88.0	86.0
35.0	42.0	34.0
80.0	77.0	87.0
95.0	87.0	71.0
53.0	56.0	59.0
96.0	88.0	86.0
90.0	91.0	102.0
68.0	67.0	54.0
117.0	115.0	96.0
112.0	107.0	99.0
59.0	56.0	49.0
112.0	111.0	95.0
24.0	26.0	20.0
83.0	83.0	83.0
82.0	83.0	67.0
32.0	35.0	29.0
95.0	87.0	76.0
97.0	96.0	93.0
108.0	101.0	103.0
56.0	55.0	42.0
63.0	57.0	53.0
61.0	58.0	59.0
72.0	61.0	54.0
91.0	89.0	92.0
55.0	58.0	60.0
96.0	90.0	68.0
104.0	93.0	99.0
105.0	100.0	96.0
67.0	68.0	57.0
30.0	33.0	26.0
70.0	65.0	67.0
67.0	70.0	60.0
92.0	84.0	71.0
91.0	79.0	62.0
117.0	104.0	86.0
97.0	84.0	68.0
120.0	124.0	122.0
176.0	172.0	161.0
101.0	92.0	73.0
140.0	130.0	124.0
154.0	141.0	127.0
127.0	109.0	96.0
116.0	103.0	84.0
128.0	112.0	100.0
142.0	132.0	123.0
50.0	58.0	65.0
20.0	23.0	11.0
45.0	49.0	45.0
58.0	61.0	61.0
43.0	43.0	36.0
31.0	33.0	29.0
21.0	26.0	15.0
37.0	42.0	35.0
40.0	47.0	44.0
84.0	86.0	91.0
35.0	35.0	25.0
35.0	35.0	28.0
25.0	28.0	20.0
34.0	41.0	39.0
44.0	42.0	34.0
62.0	71.0	77.0
34.0	36.0	24.0
71.0	73.0	75.0
23.0	26.0	18.0
36.0	41.0	35.0
93.0	96.0	103.0
98.0	97.0	93.0
39.0	42.0	31.0
54.0	53.0	44.0
21.0	27.0	20.0
73.0	75.0	71.0
23.0	26.0	21.0
30.0	34.0	27.0
